300	326	222
301	326	222
301	326	222
302	326	222
302	326	222
303	326	222
303	326	222
304	325	222
305	325	222
300	300	128
300	300	128
307	326	222
307	325	222
308	325	222
308	325	222
309	325	222
309	324	222
310	324	222
311	324	222
311	324	222
312	324	222
313	324	222
313	324	222
314	324	222
315	324	222
315	323	222
316	323	222
317	323	222
317	323	222
300	300	128
319	322	222
320	323	222
320	322	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
365	317	222
300	300	128
343	309	222
343	308	222
341	307	222
340	306	222
347	306	222
345	305	222
345	303	222
344	302	222
344	301	222
344	300	222
345	299	222
353	298	222
351	297	222
351	296	222
300	300	128
421	284	222
300	300	128
420	282	222
419	279	222
418	276	222
350	286	222
300	300	128
347	286	222
347	285	222
347	283	222
348	282	222
300	300	128
414	251	222
300	300	128
413	248	222
414	245	222
412	242	222
411	240	222
411	237	222
410	234	222
409	231	222
408	228	222
408	224	222
407	221	222
406	218	222
405	215	222
405	211	222
404	208	222
400	207	222
393	209	222
388	210	222
381	213	222
378	213	222
372	216	222
369	215	222
320	272	222
317	275	222
316	275	222
310	282	222
310	282	222
309	281	222
309	281	222
308	281	222
308	281	222
300	300	128
300	300	128
309	275	222
309	275	222
308	275	222
307	275	222
307	275	222
306	275	222
306	275	222
305	275	222
304	274	222
304	275	222
303	274	222
303	275	222
302	275	222
301	274	222
301	274	222
300	274	222
300	274	222
299	273	222
299	272	222
300	300	128
300	300	128
300	300	128
286	185	222
300	300	128
284	185	222
281	186	222
279	186	222
276	186	222
273	187	222
271	188	222
268	188	222
266	189	222
263	190	222
260	190	222
258	191	222
255	191	222
253	193	222
255	203	222
257	214	222
258	220	222
259	227	222
260	233	222
261	238	222
262	243	222
263	246	222
264	250	222
264	253	222
265	256	222
265	259	222
260	257	222
300	300	128
263	262	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
266	278	222
266	279	222
266	280	222
266	282	222
300	300	128
270	285	222
300	300	128
300	300	128
300	300	128
300	300	128
268	289	222
268	290	222
300	300	128
268	291	222
300	300	128
270	293	222
300	300	128
269	294	222
270	295	222
270	296	222
270	297	222
270	297	222
270	298	222
271	299	222
271	299	222
271	300	222
271	301	222
271	301	222
271	302	222
271	303	222
271	303	222
300	300	128
300	300	128
300	300	128
284	304	222
284	304	222
284	304	222
273	308	222
284	305	222
273	309	222
273	310	222
284	306	222
284	307	222
284	307	222
284	307	222
284	308	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
285	310	222
285	311	222
300	300	128
300	300	128
285	312	222
300	300	128
284	314	222
285	314	222
288	312	222
300	300	128
289	312	222
288	313	222
289	313	222
290	313	222
290	313	222
277	332	222
290	313	222
300	300	128
300	300	128
280	332	222
282	332	222
283	331	222
285	330	222
286	329	222
287	329	222
288	329	222
288	328	222
289	328	222
290	328	222
300	300	128
300	300	128
300	300	128
300	300	128
294	328	222
294	327	222
295	327	222
300	300	128
297	327	222
297	327	222
298	326	222
299	327	222
299	326	222
