300	300	128
300	300	128
300	300	128
301	314	222
301	314	222
302	314	222
302	314	222
302	314	222
303	314	222
303	314	222
304	314	222
304	315	222
304	315	222
305	315	222
305	315	222
305	315	222
306	315	222
306	315	222
307	315	222
300	300	128
300	300	128
309	317	222
309	317	222
310	317	222
310	317	222
310	316	222
311	316	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
325	315	222
326	315	222
326	314	222
327	314	222
329	314	222
327	312	222
328	312	222
329	312	222
300	300	128
300	300	128
333	311	222
300	300	128
300	300	128
339	309	222
300	300	128
339	308	222
339	307	222
339	307	222
339	306	222
339	305	222
340	304	222
300	300	128
340	302	222
340	301	222
300	300	128
300	300	128
300	300	128
340	298	222
300	300	128
300	300	128
300	300	128
413	283	222
300	300	128
413	281	222
382	283	222
382	282	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
338	279	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
334	264	222
300	300	128
334	262	222
333	261	222
332	260	222
332	259	222
332	257	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
441	48	222
440	38	222
300	300	128
443	17	222
300	300	128
359	157	222
300	300	128
355	158	222
352	156	222
350	153	222
348	148	222
314	246	222
313	245	222
311	242	222
300	300	128
309	245	222
308	244	222
307	243	222
306	243	222
305	243	222
303	244	222
302	241	222
301	238	222
300	236	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
287	235	222
300	300	128
285	241	222
300	300	128
283	241	222
282	242	222
281	242	222
280	243	222
279	244	222
278	245	222
276	245	222
275	246	222
274	246	222
272	246	222
271	246	222
268	245	222
266	244	222
287	281	222
287	281	222
286	282	222
286	282	222
285	282	222
284	282	222
300	300	128
300	300	128
277	276	222
278	278	222
278	279	222
277	279	222
277	280	222
277	280	222
276	280	222
274	280	222
274	280	222
273	281	222
272	281	222
271	281	222
271	282	222
271	283	222
270	283	222
269	283	222
300	300	128
300	300	128
93	207	222
300	300	128
251	280	222
267	288	222
267	289	222
268	290	222
268	291	222
267	291	222
267	292	222
300	300	128
252	290	222
252	291	222
252	292	222
251	293	222
250	294	222
249	295	222
238	297	222
300	300	128
238	298	222
238	299	222
236	301	222
281	301	222
281	302	222
281	302	222
281	303	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
262	314	222
300	300	128
300	300	128
263	316	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
282	313	222
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
300	300	128
295	317	222
300	300	128
300	300	128
300	300	128
300	300	128
297	326	222
297	327	222
300	300	128
300	300	128
300	300	128
